"lang"
{
	"Language"	"schinese"
		"DOTA_Tooltip_ability_ability_thdots_hatate04_Description"	"在手机内输人所有敌方少女的名字，即时获取所有敌方少女的资讯。\n等级1-取得所有敌方少女<font color=\"#5bc0de\">600</font>范围地面视野<font color=\"#5bc0de\">5</font>秒\n等级2-取得所有敌方少女<font color=\"#5bc0de\">800</font>范围空中视野<font color=\"#5bc0de\">6</font>秒\n等级3-取得所有敌方少女<font color=\"#5bc0de\">1000</font>范围空中真实视野<font color=\"#5bc0de\">7</font>秒"
		"DOTA_Tooltip_ability_ability_thdots_hatate04"	"远视「天狗念写法」"
		"DOTA_Tooltip_modifier_ability_thdots_hatate04"	"「天狗念写法」"
		"DOTA_Tooltip_modifier_ability_thdots_hatate04_Description"	"资讯被获取"
		"DOTA_Tooltip_ability_ability_thdots_hatateEx_Description"	"结束一天的取材，即时返回家中\n施法需时3.0秒，施法间无敌。"
		"DOTA_Tooltip_ability_ability_thdots_hatateEx"	"「Double Spoiler」"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_1"	"「取材练习」+300距离"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_2"	"「取材练习」-4s冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_3"	"「取材练习」产生不可控幻象"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_4"	"「天狗念写法」-30s冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_5"	"「Rapid Shot」不衰减"
		"DOTA_Tooltip_modifier_ability_thdots_hatateEx"	"「Double Spoiler」"
		"DOTA_Tooltip_modifier_ability_thdots_hatateEx_Description"	"无敌回家"

		"npc_dota_hero_riki"	"多多良小伞"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_debuff"	"「雨夜怪谈」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_debuff_Description"	"降低护甲"
		"DOTA_Tooltip_ability_ability_thdots_kogasa01_Description"	"使小伞周围下起小雨，持续%duration%秒内降低附近敌人的护甲"
		"DOTA_Tooltip_ability_ability_thdots_kogasa01"	"雨符「雨夜怪谈」"
		"DOTA_Tooltip_ability_ability_thdots_kogasa01_radius"	"影响范围："
		"DOTA_Tooltip_ability_ability_thdots_kogasa01_armor_reduce"	"护甲降低："
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01"	"「雨夜怪谈」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_Description"	"降低附近敌人的护甲"
		"DOTA_Tooltip_ability_ability_thdots_kogasa02_Description"	"使得小伞周围能形成股具有极强攻击力的舌头风暴，对周围%radius%范围敌方的地面单位造成物理伤害，并使自己免疫控制状态\n对小兵造成%creep_damage%%%伤害，对建筑造成%bulding_damge%%%伤害，单次伤害附带攻击力*%attack_bonus%\n\n攻击速度越高，伤害次数越多\n万宝槌效果：发动时增加500攻速，移速降至最低，转完后眩晕2.5秒"
		"DOTA_Tooltip_ability_ability_thdots_kogasa02"	"化铁「备用雨伞特急列黑夜嘉年华」"
		"DOTA_Tooltip_ability_ability_thdots_kogasa02_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_kogasa02_damage"	"单次伤害："
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui_stun"	"「万宝槌后遗症」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui_stun_Description"	"转晕了"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa03_agi"	"「超防水干燥妖怪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa03_agi_Description"	"增加敏捷"
		"DOTA_Tooltip_ability_ability_thdots_kogasa03_Description"	"被动效果:每击杀1个单位增加%agi_bonus%敏捷,上限40点敏捷\n主动效果:瞬间站著打开伞子，无敌并抵挡所有伤害及效果"
		"DOTA_Tooltip_ability_ability_thdots_kogasa03"	"雨伞「超防水干燥妖怪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa03"	"「超防水干燥妖怪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa03_Description"	"无敌%duration%秒并抵挡所有伤害及效果"
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_Description"	"小伞躲藏起来，当有敌人接近到半径范围400码内的话，吓600范围的所有敌人单位一跳，眩晕敌人并造成%damage% + （攻击力*%attack_bonus%）的法术伤害\n使用时，如果小伞400码内有敌方人物或者受到伤害，则吓人失败\n永久提升[%movespeed%x吓到少女数量]点移动速度，上限增加%max_count%点移动速度。"
		"DOTA_Tooltip_ability_ability_thdots_kogasa04"	"後光「唐伞惊闪」"
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_stun_duration"	"眩晕时间："
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_radius"	"触发范围："
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_damage_radius"	"惊吓范围："
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04"	"「唐伞惊闪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04_Description"	"准备躲起来"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04_movespeed"	"「唐伞惊闪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04_movespeed_Description"	"永久提升移动速度"
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_prepare"	"吓人准备时间："
		"DOTA_Tooltip_ability_ability_thdots_kogasa04_preparetime"	"吓人准备时间："
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04_invisble"	"「唐伞惊闪」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa04_invisble_Description"	"躲藏起来，当有人接近吓所有人一跳"
		"DOTA_Tooltip_ability_ability_thdots_kogasaex_Description"	"当小伞躲起来吓人的时候，每秒回2%最大生命值及法力值"
		"DOTA_Tooltip_ability_ability_thdots_kogasaex"	"伞符[细雪的过客」"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_1"	"「超防水干燥妖怪」+100敏捷上限"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_2"	"「超防水干燥妖怪」-5s冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_3"	"「备用雨伞特急列黑夜嘉年华」+2s持续时间"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_4"	"「雨夜怪谈」双倍减甲"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_5"	"「备用雨伞特急列黑夜嘉年华」+150范围"
		"DOTA_Tooltip_ability_special_bonus_unique_kogasa_6"	"「唐伞惊闪」+200范围"

		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_talent"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_talent_Description"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_talent_debuff"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa01_talent_debuff_Description"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_talent"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_talent_Description"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui_Description"	""
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui_stun"	"「万宝槌后遗症」"
		"DOTA_Tooltip_modifier_ability_thdots_kogasa02_wanbaochui_stun_Description"	"转晕了"




		"npc_dota_hero_gyrocopter"	"因幡帝"
		"DOTA_Tooltip_ability_ability_thdots_tei01"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_movebonus"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_movebonus_Description"	"增加移速"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_movereduce"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_movereduce_Description"	"降低移速"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_attackbonus"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_attackbonus_Description"	"增加攻速"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_attackreduce"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_attackreduce_Description"	"降低攻速"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_damagebonus"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_damagebonus_Description"	"增加攻击"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_damagereduce"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_damagereduce_Description"	"降低攻击"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_count"	"「秘制月饼」倒霉次数"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_count_Description"	"2次倒霉下一次必定开运"
		"DOTA_Tooltip_ability_ability_thdots_tei01_Description"	"被动：击杀单位获得的金钱提高%gold_bonus%\n主动：吃下一个永远亭月饼，获得随机效果，分别有可能为攻速增加；攻击力增加；移速增加；以及引发一次自爆或者治疗，对自己以及周围%radius%码的单位造成纯粹伤害或回复，回复仅回复自己。有可能获得负面效果，负面效果为正面效果的一半，几率分别为正面效果51%%，负面49%%。\n开启大招时主动不会触发负面效果。\n万宝槌：正面效果1.5倍；当生命值低于30%%时，必定触发爆炸，造成3倍伤害，自己有50%%几率存活"
		"DOTA_Tooltip_ability_ability_thdots_tei01_attackdamage_bonus"	"增加攻击："
		"DOTA_Tooltip_ability_ability_thdots_tei01_attackspeed_bonus"	"增加攻速："
		//"DOTA_Tooltip_ability_ability_thdots_tei01_attackdamage_reduce"	"降低攻速："
		"DOTA_Tooltip_ability_ability_thdots_tei01_movespeed_bonus"	"%增加移速："
		"DOTA_Tooltip_ability_ability_thdots_tei01_regen"	"治疗："
		"DOTA_Tooltip_ability_ability_thdots_tei01_duration"	"持续时间："
		"DOTA_Tooltip_modifier_ability_thdots_tei01_ex"	"「秘制月饼」"
		"DOTA_Tooltip_modifier_ability_thdots_tei01_ex_Description"	"击杀单位获得额外金钱"
		"DOTA_Tooltip_ability_ability_thdots_tei02"	"「帝的逃跑路线」"
		"DOTA_Tooltip_ability_ability_thdots_tei02_Description"	"在原地留下一个替身空壳，并向后方移动%distance%距离，%duration%秒后替身空壳爆炸对周围%radius%码单位造成伤害及减速.\n万宝槌效果：移动距离翻倍"
		"DOTA_Tooltip_ability_ability_thdots_tei02_damage"	"伤害："
		"DOTA_Tooltip_ability_ability_thdots_tei02_movereduce"	"减速："
		"DOTA_Tooltip_ability_ability_thdots_tei02_debuff_duration"	"减速持续时间："
		"DOTA_Tooltip_ability_ability_thdots_tei03"	"「枪斗术」"
		"DOTA_Tooltip_modifier_ability_thdots_tei03_ex"	"「枪斗术」"
		"DOTA_Tooltip_modifier_ability_thdots_tei03_ex_Description"	"有几率对普通攻击进行一次反击"
		"DOTA_Tooltip_modifier_ability_thdots_tei03"	"「枪斗术」"
		"DOTA_Tooltip_ability_ability_thdots_tei03_Description"	"被动：有%odds%%%的几率对普通攻击（对远程几率翻倍，对幻象几率为50%%）进行一次反击\n主动：拿起双枪，对%radius%码内所有英雄单位进行射击，同时提升攻击速度，受到远程攻击减少%beattacked_reduce%%%。"
		"DOTA_Tooltip_ability_ability_thdots_tei03_Note0"	"开启枪斗术后无法触发月兔幻觉兵器多重攻击"
		"DOTA_Tooltip_ability_ability_thdots_tei03_attackspeed_bonus"	"攻速提升："
		"DOTA_Tooltip_ability_ability_thdots_tei03_duration"	"持续时间："
		"DOTA_Tooltip_modifier_ability_thdots_tei03_Description"	"对附近所有英雄单位进行射击"
		"DOTA_Tooltip_ability_ability_thdots_tei04"	"兔符「开运」"
		"DOTA_Tooltip_ability_ability_thdots_tei04_Description"	"被动：对敌人的第%normal_count%下攻击会造成%damage%纯粹伤害，并窃取英雄单位%gold_steal%金币。\n主动：攻击时降低敌人基础护甲，并增加自己移动速度，持续%duration%秒，持续时间内如果对某个英雄单位的攻击次数达到%max_count%次，下一次攻击将会窃取%gold_rate%倍金币(因幡帝已经摸过你的钱包啦！)\n如果钱不够的情况会造成所缺金额%damage_rate%倍的纯粹伤害)。"
		"DOTA_Tooltip_modifier_ability_thdots_tei04_ex"	"「开运」获得金币"
		"DOTA_Tooltip_modifier_ability_thdots_tei04_ex_Description"	"对敌人的多次攻击会造成纯粹伤害，并窃取英雄单位金币"
		"DOTA_Tooltip_modifier_ability_thdots_tei04_debuff"	"兔符「开运」"
		"DOTA_Tooltip_modifier_ability_thdots_tei04_debuff_Description"	"降低护甲，达到一定层数后会被偷取金币"
		"DOTA_Tooltip_modifier_ability_thdots_tei04ex_debuff"	"「开运」"
		"DOTA_Tooltip_modifier_ability_thdots_tei04ex_debuff_Description"	"达到一定层数后会被偷取金币，并造成伤害"
		"DOTA_Tooltip_modifier_ability_thdots_tei04"	"兔符「开运」"
		"DOTA_Tooltip_ability_ability_thdots_tei04_armor_reduce"	"%降低基础护甲："
		"DOTA_Tooltip_ability_ability_thdots_tei04_movespeed_bonus"	"%增加移速："
		"DOTA_Tooltip_ability_ability_thdots_teiex"	"「幸运的因番」"
		"DOTA_Tooltip_ability_ability_thdots_teiex_Note0"	"「资本家」：任何一个单位死亡都会给帝带来2-6点金钱收益"
		"DOTA_Tooltip_ability_ability_thdots_teiex_Description"	"学习「秘制月饼」获得被动：击杀单位获得的金钱提高\n学习「枪斗术」获得被动：有几率对普通攻击进行一次反击\n学习兔符「开运」获得被动：对每个单位的第4下攻击会造成纯粹伤害，并窃取英雄金币"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_1"	"「帝的逃跑路线」+120伤害"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_3"	"「开运」-4次偷钱需要攻击次数"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_5"	"「枪斗术」+300范围"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_4"	"「资本家」"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_4_Description"	"任何一个单位死亡都会给帝带来2-6点金钱收益"
		"DOTA_Tooltip_ability_special_bonus_unique_tei_2"	"「开运」+50%降低基础护甲"
		"DOTA_Tooltip_modifier_ability_thdots_tei04_Description"	"攻击减甲，增加移速，攻击并窃取英雄大量单位金币"

		"npc_dota_hero_spectre"	"河城荷取"
		"DOTA_Tooltip_ability_ability_thdots_nitori01"	"动力「幻想推进器」"
		"DOTA_Tooltip_ability_ability_thdots_nitori01_Description"	"河童战斗机甲配备了河童动力公司出品的「幻想推进器」，能无视地形的高速冲刺同时开启的电子雷达可以让河童视野不受到阻挡物干扰。\n高速移动状态下<font color=\"#d9534f\">不能使用阳电子炮</font>，但光剑附带较大的冲击力，攻击力增加%attack_bonus%"
		"DOTA_Tooltip_ability_ability_thdots_nitori02"	"电子「阳电子炮Cucumber. II」"
		"DOTA_Tooltip_ability_ability_thdots_nitori02_Description"	"向前方发射阳电子炮造成%damage%法术伤害，每击中一个目标降低%damage_reduce%%%伤害，并震晕敌人，减少敌人%movement_slow%%%移动速度，持续%duration%秒。\n对建筑造成%building_reduce%%%伤害\n智力加成%intellect_bonus%"
		"DOTA_Tooltip_ability_ability_thdots_nitori03"	"化学「光東剑充能反应」"
		"DOTA_Tooltip_ability_ability_thdots_nitori03_Description"	"被动:每次使用技能后攻击力增加%outdamage_bonus%%%。下一次攻击会扩散至%radius%范围。\n<h1>主动:</h1>挥击光剑对附近单位造成%magical_bonus%法术伤害，\n伤害受到（攻击力 * %attack_bonus%）与（智力 * %intellect_bonus%）加成。"
		"DOTA_Tooltip_ability_ability_thdots_nitori04"	"「河童之幻想大瀑布浮游炮」"
		"DOTA_Tooltip_ability_ability_thdots_nitori04_Description"	"发射河童战斗机甲装备的浮游炮对指定目标进行无规则直线范围攻击，如果目标被消灭则攻击停止，持续%duration%秒。\n浮游炮的每次攻击对%range%范围溅射%disintegration%倍法术伤害。"
		"DOTA_Tooltip_ability_ability_thdots_nitoriEx"	"能源「 超负荷瓜装甲」"
		"DOTA_Tooltip_ability_ability_thdots_nitoriEx_Description"	"装甲将河童的能源互相转换\n河童每1点智力增加%damage_bonus%点攻击力\n河童每1点攻击增加%spell_bonus%点技能伤害加成"
		"DOTA_Tooltip_ability_ability_thdots_nitoriEx_Lore"	"PS by 白薯"
		"DOTA_Tooltip_modifier_ability_thdots_nitori01"	"「幻想推进器」"
		"DOTA_Tooltip_modifier_ability_thdots_nitori01_Description"	"能无视地形的高速冲刺同时开启的电子雷达可以让河童视野不受到阻挡物干扰"
		"DOTA_Tooltip_ability_ability_thdots_nitori01_movement_bonus"	"移速增加："
		"DOTA_Tooltip_ability_ability_thdots_nitori01_duration"	"持续时间："
		"DOTA_Tooltip_modifier_ability_thdots_nitori02"	"「阳电子炮Cucumber. II」"
		"DOTA_Tooltip_modifier_ability_thdots_nitori02_Description"	"减速"
		"DOTA_Tooltip_modifier_ability_thdots_nitori02_debuff"	"「阳电子炮Cucumber. II」"
		"DOTA_Tooltip_modifier_ability_thdots_nitori02_debuff_Description"	"减速"
		"DOTA_Tooltip_modifier_ability_thdots_nitori03_passive"	"「光東剑充能反应」"
		"DOTA_Tooltip_modifier_ability_thdots_nitori03_passive_Description"	"攻击力增加，下一次攻击会扩散。"
		"DOTA_Tooltip_modifier_ability_thdots_nitoriEx"	"「 超负荷瓜装甲」"
		"DOTA_Tooltip_ability_ability_thdots_nitori04_damage"	"每次攻击伤害："
		"DOTA_Tooltip_ability_ability_thdots_nitori04_number"	"浮游炮数量："
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_1"	"「幻想推进器」-6秒冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_2"	"「阳电子炮」伤害不衰减"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_3"	"「幻想推进器」+1.5秒持续时间"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_4"	"「光東剑充能反应」增加40%攻击力"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_5"	"+3 浮游炮数量"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_6"	"「光東剑充能反应」-2秒冷却"
		"DOTA_Tooltip_ability_special_bonus_unique_nitori_7"	"「光東剑充能反应」140%溅射伤害"


		"npc_dota_hero_legion_commander"	"秦心"
		"DOTA_Tooltip_ability_ability_thdots_kokoroEx"	"凭依「喜怒哀乐Possession」"
		"DOTA_Tooltip_ability_ability_thdots_kokoroEx_Description"	"对600码范围内敌方单位附上凭依，被凭依的单位受到秦心的攻击和技能伤害转变为纯粹伤害。"
		"DOTA_Tooltip_ability_ability_thdots_kokoro01"	"吼怒的妖狐面"
